id,taiwan,china_simplified,china_traditional,english,confidence,category,reason,domain,match_type,context_before,context_after,context_exclude,autofix_safe
crud,CRUD操作,CRUD操作,CRUD操作,CRUD,0.85,mainland-term,台灣資料庫操作基礎,tech,exact,,,,true
orm,物件關聯對映,对象关系映射,對象關係映射,ORM,0.90,mainland-term,台灣資料庫抽象層,tech,exact,,,,true
sql,SQL,SQL,SQL,SQL,0.80,mainland-term,台灣資料庫查詢語言,tech,exact,,,,true
nosql,NoSQL,NoSQL,NoSQL,NoSQL,0.80,mainland-term,台灣非關聯式資料庫,tech,exact,,,,true
mongodb,MongoDB,MongoDB,MongoDB,MongoDB,0.80,mainland-term,台灣文件資料庫,tech,exact,,,,true
redis,Redis,Redis,Redis,Redis,0.80,mainland-term,台灣記憶體資料庫,tech,exact,,,,true
postgresql,PostgreSQL,PostgreSQL,PostgreSQL,PostgreSQL,0.80,mainland-term,台灣關聯式資料庫,tech,exact,,,,true
mysql,MySQL,MySQL,MySQL,MySQL,0.80,mainland-term,台灣關聯式資料庫,tech,exact,,,,true
mariadb,MariaDB,MariaDB,MariaDB,MariaDB,0.80,mainland-term,台灣開源資料庫,tech,exact,,,,true
elasticsearch,Elasticsearch,Elasticsearch,Elasticsearch,Elasticsearch,0.80,mainland-term,台灣搜尋引擎,tech,exact,,,,true
kibana,Kibana,Kibana,Kibana,Kibana,0.80,mainland-term,台灣資料視覺化工具,tech,exact,,,,true
logstash,Logstash,Logstash,Logstash,Logstash,0.80,mainland-term,台灣日誌處理工具,tech,exact,,,,true
prometheus,Prometheus,Prometheus,Prometheus,Prometheus,0.80,mainland-term,台灣監控系統,tech,exact,,,,true
grafana,Grafana,Grafana,Grafana,Grafana,0.80,mainland-term,台灣監控儀表板,tech,exact,,,,true
nginx,Nginx,Nginx,Nginx,Nginx,0.80,mainland-term,台灣網頁伺服器,tech,exact,,,,true
apache,Apache,Apache,Apache,Apache,0.80,mainland-term,台灣網頁伺服器,tech,exact,,,,true
tomcat,Tomcat,Tomcat,Tomcat,Tomcat,0.80,mainland-term,台灣Java應用伺服器,tech,exact,,,,true
iis,IIS,IIS,IIS,IIS,0.80,mainland-term,台灣微軟網頁伺服器,tech,exact,,,,true
rabbitmq,RabbitMQ,RabbitMQ,RabbitMQ,RabbitMQ,0.80,mainland-term,台灣訊息佇列系統,tech,exact,,,,true
kafka,Kafka,Kafka,Kafka,Kafka,0.80,mainland-term,台灣串流處理平台,tech,exact,,,,true
zookeeper,ZooKeeper,ZooKeeper,ZooKeeper,ZooKeeper,0.80,mainland-term,台灣分散式協調服務,tech,exact,,,,true
consul,Consul,Consul,Consul,Consul,0.80,mainland-term,台灣服務網格工具,tech,exact,,,,true
etcd,etcd,etcd,etcd,etcd,0.80,mainland-term,台灣分散式鍵值儲存,tech,exact,,,,true
vault,Vault,Vault,Vault,Vault,0.80,mainland-term,台灣機密管理工具,tech,exact,,,,true
istio,Istio,Istio,Istio,Istio,0.80,mainland-term,台灣服務網格平台,tech,exact,,,,true
linkerd,Linkerd,Linkerd,Linkerd,Linkerd,0.80,mainland-term,台灣服務網格工具,tech,exact,,,,true
envoy,Envoy,Envoy,Envoy,Envoy,0.80,mainland-term,台灣邊緣代理,tech,exact,,,,true
screen,螢幕,屏幕,屏幕,screen,0.95,mainland-term,台灣顯示裝置標準,tech,exact,,,,true
fullscreen,全螢幕,全屏,全屏,fullscreen,0.90,mainland-term,台灣顯示模式標準,tech,exact,,,,true
screenshot,螢幕擷取,截屏,截屏,screenshot,0.90,mainland-term,台灣螢幕操作標準,tech,exact,,,,true
screensaver,螢幕保護程式,屏保,屏保,screensaver,0.90,mainland-term,台灣系統功能標準,tech,exact,,,,true
display-screen,顯示螢幕,显示屏,顯示屏,display screen,0.95,mainland-term,台灣顯示裝置標準,tech,exact,,,,true
laser,雷射,激光,激光,laser,0.95,mainland-term,台灣光學技術標準,tech,exact,,,,true
silicon,矽,硅,硅,silicon,0.95,mainland-term,台灣半導體材料,tech,exact,,,,true
silicon-valley,矽谷,硅谷,硅谷,Silicon Valley,0.95,mainland-term,台灣科技地名標準,tech,exact,,,,true
chip,晶片,芯片,芯片,chip,0.95,mainland-term,台灣半導體標準,tech,exact,,,,true
dialog,對話方塊,对话框,對話框,dialog,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
toolbar,工具列,工具栏,工具欄,toolbar,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
menubar,選單列,菜单栏,菜單欄,menubar,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
statusbar,狀態列,状态栏,狀態欄,statusbar,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
scrollbar,捲軸,滚动条,滾動條,scrollbar,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
dropdown,下拉式選單,下拉菜单,下拉菜單,dropdown,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
checkbox,核取方塊,复选框,複選框,checkbox,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
radiobutton,選項按鈕,单选按钮,單選按鈕,radio button,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
textbox,文字方塊,文本框,文本框,textbox,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
listbox,清單方塊,列表框,列表框,listbox,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
combobox,下拉式方塊,组合框,組合框,combobox,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
tab,分頁,标签页,標籤頁,tab,0.90,mainland-term,台灣介面元件標準,tech,exact,,,,true
tooltip,工具提示,工具提示,工具提示,tooltip,0.85,mainland-term,台灣介面元件標準,tech,exact,,,,true
clipboard,剪貼簿,剪贴板,剪貼板,clipboard,0.90,mainland-term,台灣系統功能標準,tech,exact,,,,true
paste,貼上,粘贴,粘貼,paste,0.90,mainland-term,台灣編輯操作標準,tech,exact,,,,true
cut,剪下,剪切,剪切,cut,0.90,mainland-term,台灣編輯操作標準,tech,exact,,,,true
undo,復原,撤销,撤銷,undo,0.90,mainland-term,台灣編輯操作標準,tech,exact,,,,true
redo,重做,重做,重做,redo,0.85,mainland-term,台灣編輯操作標準,tech,exact,,,,true
find,尋找,查找,查找,find,0.90,mainland-term,台灣編輯操作標準,tech,exact,,,,true
replace,取代,替换,替換,replace,0.90,mainland-term,台灣編輯操作標準,tech,exact,,,,true
refresh,重新整理,刷新,刷新,refresh,0.90,mainland-term,台灣瀏覽器操作,tech,exact,,,,true
reload,重新載入,重新加载,重新加載,reload,0.90,mainland-term,台灣瀏覽器操作,tech,exact,,,,true
home-page,首頁,主页,主頁,homepage,0.90,mainland-term,台灣網頁標準術語,tech,exact,,,,true
bookmark,書籤,收藏夹,收藏夾,bookmark,0.90,mainland-term,台灣瀏覽器功能,tech,exact,,,,true
favorites,我的最愛,收藏,收藏,favorites,0.90,mainland-term,台灣瀏覽器功能,tech,exact,,,,true
history,歷程記錄,历史记录,歷史記錄,history,0.85,mainland-term,台灣瀏覽器功能,tech,exact,,,,true
extension-browser,擴充套件,浏览器扩展,瀏覽器擴展,browser extension,0.90,mainland-term,台灣瀏覽器功能,tech,exact,,,,true
incognito,無痕模式,隐身模式,隱身模式,incognito,0.90,mainland-term,台灣瀏覽器隱私,tech,exact,,,,true
private-browsing,隱私瀏覽,隐私浏览,隱私瀏覽,private browsing,0.85,mainland-term,台灣瀏覽器隱私,tech,exact,,,,true
pop-up,彈出視窗,弹窗,彈窗,pop-up,0.90,mainland-term,台灣網頁元件標準,tech,exact,,,,true
modal,強制回應視窗,模态窗口,模態窗口,modal,0.85,mainland-term,台灣介面設計標準,tech,exact,,,,true
wizard,精靈,向导,嚮導,wizard,0.90,mainland-term,台灣介面設計標準,tech,exact,,,,true
template,範本,模板,模板,template,0.90,mainland-term,台灣文件標準術語,tech,exact,,,,true
preset,預設集,预设,預設,preset,0.85,mainland-term,台灣系統設定術語,tech,exact,,,,true
preference,偏好設定,首选项,首選項,preference,0.90,mainland-term,台灣系統設定術語,tech,exact,,,,true
option,選項,选项,選項,option,0.85,mainland-term,台灣系統設定術語,tech,exact,,,,true
setting,設定,设置,設置,setting,0.90,mainland-term,台灣系統設定術語,tech,exact,,,,true
configuration,組態,配置,配置,configuration,0.90,mainland-term,台灣系統設定術語,tech,exact,,,,true
profile,設定檔,配置文件,配置文件,profile,0.90,mainland-term,台灣系統設定術語,tech,exact,,,,true
permission,權限,权限,權限,permission,0.85,mainland-term,台灣系統安全術語,tech,exact,,,,true
privilege,特權,特权,特權,privilege,0.85,mainland-term,台灣系統安全術語,tech,exact,,,,true
administrator,系統管理員,管理员,管理員,administrator,0.90,mainland-term,台灣使用者權限,tech,exact,,,,true
guest,訪客,访客,訪客,guest,0.85,mainland-term,台灣使用者權限,tech,exact,,,,true
startup,啟動,启动,啟動,startup,0.85,mainland-term,台灣系統操作術語,tech,exact,,,,true
shutdown,關機,关机,關機,shutdown,0.90,mainland-term,台灣系統操作術語,tech,exact,,,,true
restart,重新啟動,重启,重啟,restart,0.90,mainland-term,台灣系統操作術語,tech,exact,,,,true
sleep,睡眠,睡眠,睡眠,sleep,0.85,mainland-term,台灣電源管理術語,tech,exact,,,,true
hibernate,休眠,休眠,休眠,hibernate,0.85,mainland-term,台灣電源管理術語,tech,exact,,,,true
standby,待命,待机,待機,standby,0.90,mainland-term,台灣電源管理術語,tech,exact,,,,true
notification,通知,通知,通知,notification,0.80,mainland-term,台灣系統訊息術語,tech,exact,,,,true
reminder,提醒,提醒,提醒,reminder,0.80,mainland-term,台灣系統訊息術語,tech,exact,,,,true
shortcut,捷徑,快捷方式,快捷方式,shortcut,0.90,mainland-term,台灣系統功能術語,tech,exact,,,,true
hotkey,快速鍵,热键,熱鍵,hotkey,0.90,mainland-term,台灣鍵盤操作術語,tech,exact,,,,true
keyboard-shortcut,鍵盤快速鍵,键盘快捷键,鍵盤快捷鍵,keyboard shortcut,0.90,mainland-term,台灣鍵盤操作術語,tech,exact,,,,true
context-menu,快顯功能表,右键菜单,右鍵菜單,context menu,0.90,mainland-term,台灣介面操作術語,tech,exact,,,,true
right-click,按右鍵,右击,右擊,right-click,0.90,mainland-term,台灣滑鼠操作術語,tech,exact,,,,true
double-click,按兩下,双击,雙擊,double-click,0.90,mainland-term,台灣滑鼠操作術語,tech,exact,,,,true
drag-drop,拖放,拖放,拖放,drag and drop,0.85,mainland-term,台灣介面操作術語,tech,exact,,,,true
zoom-in,放大,放大,放大,zoom in,0.80,mainland-term,台灣顯示操作術語,tech,exact,,,,true
zoom-out,縮小,缩小,縮小,zoom out,0.85,mainland-term,台灣顯示操作術語,tech,exact,,,,true
maximize,最大化,最大化,最大化,maximize,0.85,mainland-term,台灣視窗操作術語,tech,exact,,,,true
minimize,最小化,最小化,最小化,minimize,0.85,mainland-term,台灣視窗操作術語,tech,exact,,,,true
resize,調整大小,调整大小,調整大小,resize,0.85,mainland-term,台灣視窗操作術語,tech,exact,,,,true
resolution-setting,解析度設定,分辨率设置,分辨率設置,resolution setting,0.90,mainland-term,台灣顯示設定術語,tech,exact,,,,true
brightness,亮度,亮度,亮度,brightness,0.80,mainland-term,台灣顯示設定術語,tech,exact,,,,true
contrast,對比,对比度,對比度,contrast,0.85,mainland-term,台灣顯示設定術語,tech,exact,,,,true
saturation,飽和度,饱和度,飽和度,saturation,0.85,mainland-term,台灣顯示設定術語,tech,exact,,,,true
font,字型,字体,字體,font,0.90,mainland-term,台灣文字顯示術語,tech,exact,,,,true
font-size,字型大小,字号,字號,font size,0.90,mainland-term,台灣文字顯示術語,tech,exact,,,,true
bold,粗體,粗体,粗體,bold,0.85,mainland-term,台灣文字格式術語,tech,exact,,,,true
italic,斜體,斜体,斜體,italic,0.85,mainland-term,台灣文字格式術語,tech,exact,,,,true
underline,底線,下划线,下劃線,underline,0.90,mainland-term,台灣文字格式術語,tech,exact,,,,true
strikethrough,刪除線,删除线,刪除線,strikethrough,0.85,mainland-term,台灣文字格式術語,tech,exact,,,,true
alignment,對齊,对齐,對齊,alignment,0.85,mainland-term,台灣文字排版術語,tech,exact,,,,true
justify,左右對齊,两端对齐,兩端對齊,justify,0.90,mainland-term,台灣文字排版術語,tech,exact,,,,true
indent,縮排,缩进,縮進,indent,0.90,mainland-term,台灣文字排版術語,tech,exact,,,,true
paragraph,段落,段落,段落,paragraph,0.80,mainland-term,台灣文字排版術語,tech,exact,,,,true
header-text,標題,标题,標題,header,0.85,mainland-term,台灣文件結構術語,tech,exact,,,,true
footer-text,頁尾,页脚,頁腳,footer,0.90,mainland-term,台灣文件結構術語,tech,exact,,,,true
page-number,頁碼,页码,頁碼,page number,0.85,mainland-term,台灣文件結構術語,tech,exact,,,,true
table-of-contents,目錄,目录,目錄,table of contents,0.85,mainland-term,台灣文件結構術語,tech,exact,,,,true
hyperlink,超連結,超链接,超鏈接,hyperlink,0.90,mainland-term,台灣網頁元件術語,tech,exact,,,,true
attachment,附件,附件,附件,attachment,0.80,mainland-term,台灣郵件功能術語,tech,exact,,,,true
forward-email,轉寄,转发,轉發,forward,0.90,mainland-term,台灣郵件操作術語,tech,exact,,,,true
reply,回覆,回复,回復,reply,0.90,mainland-term,台灣郵件操作術語,tech,exact,,,,true
reply-all,全部回覆,回复全部,回復全部,reply all,0.90,mainland-term,台灣郵件操作術語,tech,exact,,,,true
cc,副本,抄送,抄送,CC,0.90,mainland-term,台灣郵件功能術語,tech,exact,,,,true
bcc,密件副本,密送,密送,BCC,0.90,mainland-term,台灣郵件功能術語,tech,exact,,,,true
subject,主旨,主题,主題,subject,0.90,mainland-term,台灣郵件欄位術語,tech,exact,,,,true
inbox,收件匣,收件箱,收件箱,inbox,0.90,mainland-term,台灣郵件資料夾,tech,exact,,,,true
sent-mail,寄件備份,已发送,已發送,sent,0.90,mainland-term,台灣郵件資料夾,tech,exact,,,,true
draft,草稿,草稿,草稿,draft,0.80,mainland-term,台灣郵件資料夾,tech,exact,,,,true
spam,垃圾郵件,垃圾邮件,垃圾郵件,spam,0.85,mainland-term,台灣郵件分類術語,tech,exact,,,,true
junk-mail,垃圾信,垃圾邮件,垃圾郵件,junk mail,0.85,mainland-term,台灣郵件分類術語,tech,exact,,,,true
phishing-email,釣魚郵件,钓鱼邮件,釣魚郵件,phishing email,0.90,mainland-term,台灣資安威脅術語,tech,exact,,,,true
signature-email,簽名檔,签名,簽名,signature,0.90,mainland-term,台灣郵件設定術語,tech,exact,,,,true
out-of-office,不在辦公室,外出,外出,out of office,0.85,mainland-term,台灣郵件自動回覆,tech,exact,,,,true
auto-reply,自動回覆,自动回复,自動回復,auto-reply,0.90,mainland-term,台灣郵件功能術語,tech,exact,,,,true
filter-email,郵件篩選器,邮件过滤器,郵件過濾器,email filter,0.90,mainland-term,台灣郵件管理術語,tech,exact,,,,true
contact,聯絡人,联系人,聯繫人,contact,0.90,mainland-term,台灣通訊錄術語,tech,exact,,,,true
address-book,通訊錄,地址簿,地址簿,address book,0.90,mainland-term,台灣聯絡人管理,tech,exact,,,,true
group-contact,群組,联系人组,聯繫人組,contact group,0.90,mainland-term,台灣聯絡人管理,tech,exact,,,,true
distribution-list,通訊群組清單,分发列表,分發列表,distribution list,0.90,mainland-term,台灣郵件群發術語,tech,exact,,,,true
project-manager,專案經理,项目经理,項目經理,project manager,0.90,mainland-term,台灣職位名稱標準,business,exact,,,,true
project-management,專案管理,项目管理,項目管理,project management,0.90,mainland-term,台灣商業管理術語,business,exact,,,,true
project,專案,项目,項目,project,0.95,mainland-term,台灣商業術語標準,business,exact,,,,true
milestone,里程碑,里程碑,里程碑,milestone,0.85,mainland-term,台灣專案管理術語,business,exact,,,,true
deliverable,交付項目,可交付成果,可交付成果,deliverable,0.85,mainland-term,台灣專案管理術語,business,exact,,,,true
stakeholder,利害關係人,利益相关者,利益相關者,stakeholder,0.90,mainland-term,台灣商業管理術語,business,exact,,,,true
budget,預算,预算,預算,budget,0.85,mainland-term,台灣財務管理術語,business,exact,,,,true
revenue,營收,收入,收入,revenue,0.85,mainland-term,台灣財務術語標準,business,exact,,,,true
profit,利潤,利润,利潤,profit,0.85,mainland-term,台灣財務術語標準,business,exact,,,,true
loss,虧損,亏损,虧損,loss,0.90,mainland-term,台灣財務術語標準,business,exact,,,,true
investment,投資,投资,投資,investment,0.85,mainland-term,台灣金融術語標準,business,exact,,,,true
return,報酬,回报,回報,return,0.85,mainland-term,台灣投資術語標準,business,exact,,,,true
dividend,股利,股息,股息,dividend,0.90,mainland-term,台灣股市術語標準,business,exact,,,,true
stock,股票,股票,股票,stock,0.80,mainland-term,台灣證券術語標準,business,exact,,,,true
bond,債券,债券,債券,bond,0.85,mainland-term,台灣金融商品術語,business,exact,,,,true
futures,期貨,期货,期貨,futures,0.85,mainland-term,台灣衍生性商品,business,exact,,,,true
option-finance,選擇權,期权,期權,option,0.90,mainland-term,台灣衍生性商品,business,exact,,,,true
portfolio,投資組合,投资组合,投資組合,portfolio,0.85,mainland-term,台灣投資管理術語,business,exact,,,,true
asset,資產,资产,資產,asset,0.85,mainland-term,台灣會計術語標準,business,exact,,,,true
liability,負債,负债,負債,liability,0.85,mainland-term,台灣會計術語標準,business,exact,,,,true
equity,權益,权益,權益,equity,0.85,mainland-term,台灣會計術語標準,business,exact,,,,true
balance-sheet,資產負債表,资产负债表,資產負債表,balance sheet,0.90,mainland-term,台灣財務報表術語,business,exact,,,,true
income-statement,損益表,损益表,損益表,income statement,0.90,mainland-term,台灣財務報表術語,business,exact,,,,true
cash-flow,現金流量,现金流,現金流,cash flow,0.90,mainland-term,台灣財務管理術語,business,exact,,,,true
audit,稽核,审计,審計,audit,0.90,mainland-term,台灣會計稽核術語,business,exact,,,,true
compliance,法規遵循,合规,合規,compliance,0.90,mainland-term,台灣企業治理術語,business,exact,,,,true
governance,公司治理,治理,治理,governance,0.85,mainland-term,台灣企業管理術語,business,exact,,,,true
strategy,策略,战略,戰略,strategy,0.90,mainland-term,台灣企業規劃術語,business,exact,,,,true
tactics,戰術,战术,戰術,tactics,0.85,mainland-term,台灣企業執行術語,business,exact,,,,true
kpi,關鍵績效指標,关键绩效指标,關鍵績效指標,KPI,0.90,mainland-term,台灣績效管理術語,business,exact,,,,true
roi,投資報酬率,投资回报率,投資回報率,ROI,0.90,mainland-term,台灣財務指標術語,business,exact,,,,true
breakeven,損益兩平,盈亏平衡,盈虧平衡,breakeven,0.90,mainland-term,台灣財務分析術語,business,exact,,,,true
margin,利潤率,利润率,利潤率,margin,0.85,mainland-term,台灣財務指標術語,business,exact,,,,true
markup,加成,加价,加價,markup,0.85,mainland-term,台灣定價策略術語,business,exact,,,,true
discount,折扣,折扣,折扣,discount,0.80,mainland-term,台灣行銷術語標準,business,exact,,,,true
promotion,促銷,促销,促銷,promotion,0.85,mainland-term,台灣行銷活動術語,business,exact,,,,true
marketing,行銷,营销,營銷,marketing,0.90,mainland-term,台灣商業功能術語,business,exact,,,,true
advertising,廣告,广告,廣告,advertising,0.85,mainland-term,台灣行銷傳播術語,business,exact,,,,true
brand,品牌,品牌,品牌,brand,0.80,mainland-term,台灣行銷管理術語,business,exact,,,,true
customer,客戶,客户,客戶,customer,0.85,mainland-term,台灣顧客關係術語,business,exact,,,,true
client-business,客戶,客户,客戶,client,0.85,mainland-term,台灣商業關係術語,business,exact,,,,true
vendor,供應商,供应商,供應商,vendor,0.85,mainland-term,台灣供應鏈術語,business,exact,,,,true
supplier,供應商,供货商,供貨商,supplier,0.85,mainland-term,台灣供應鏈術語,business,exact,,,,true
procurement,採購,采购,采購,procurement,0.90,mainland-term,台灣供應鏈術語,business,exact,,,,true
inventory,庫存,库存,庫存,inventory,0.85,mainland-term,台灣物料管理術語,business,exact,,,,true
logistics,物流,物流,物流,logistics,0.80,mainland-term,台灣供應鏈術語,business,exact,,,,true
warehouse,倉庫,仓库,倉庫,warehouse,0.85,mainland-term,台灣物流設施術語,business,exact,,,,true
distribution,配銷,分销,分銷,distribution,0.90,mainland-term,台灣通路管理術語,business,exact,,,,true
retail,零售,零售,零售,retail,0.80,mainland-term,台灣商業模式術語,business,exact,,,,true
wholesale,批發,批发,批發,wholesale,0.85,mainland-term,台灣商業模式術語,business,exact,,,,true
e-commerce,電子商務,电子商务,電子商務,e-commerce,0.85,mainland-term,台灣數位商業術語,business,exact,,,,true
b2b,企業對企業,B2B,B2B,B2B,0.85,mainland-term,台灣商業模式術語,business,exact,,,,true
b2c,企業對消費者,B2C,B2C,B2C,0.85,mainland-term,台灣商業模式術語,business,exact,,,,true
c2c,消費者對消費者,C2C,C2C,C2C,0.85,mainland-term,台灣商業模式術語,business,exact,,,,true
franchise,加盟,特许经营,特許經營,franchise,0.90,mainland-term,台灣商業模式術語,business,exact,,,,true
merger,併購,并购,併購,merger,0.85,mainland-term,台灣企業發展術語,business,exact,,,,true
acquisition,收購,收购,收購,acquisition,0.85,mainland-term,台灣企業發展術語,business,exact,,,,true
ipo,首次公開發行,首次公开募股,首次公開募股,IPO,0.90,mainland-term,台灣資本市場術語,business,exact,,,,true
listing,上市,上市,上市,listing,0.80,mainland-term,台灣證券市場術語,business,exact,,,,true
delisting,下市,退市,退市,delisting,0.90,mainland-term,台灣證券市場術語,business,exact,,,,true
shareholder,股東,股东,股東,shareholder,0.85,mainland-term,台灣公司組織術語,business,exact,,,,true
board-of-directors,董事會,董事会,董事會,board of directors,0.85,mainland-term,台灣公司治理術語,business,exact,,,,true
ceo,執行長,首席执行官,首席執行官,CEO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
cfo,財務長,首席财务官,首席財務官,CFO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
cto,技術長,首席技术官,首席技術官,CTO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
coo,營運長,首席运营官,首席運營官,COO,0.90,mainland-term,台灣企業職位術語,business,exact,,,,true
hr,人力資源,人力资源,人力資源,HR,0.85,mainland-term,台灣企業部門術語,business,exact,,,,true
recruitment,招募,招聘,招聘,recruitment,0.90,mainland-term,台灣人資管理術語,business,exact,,,,true
training,訓練,培训,培訓,training,0.90,mainland-term,台灣人資發展術語,business,exact,,,,true
performance-review,績效考核,绩效评估,績效評估,performance review,0.90,mainland-term,台灣人資管理術語,business,exact,,,,true
compensation,薪酬,薪酬,薪酬,compensation,0.80,mainland-term,台灣人資管理術語,business,exact,,,,true
benefit,福利,福利,福利,benefit,0.80,mainland-term,台灣人資管理術語,business,exact,,,,true
bonus,獎金,奖金,獎金,bonus,0.85,mainland-term,台灣薪資福利術語,business,exact,,,,true
incentive,激勵,激励,激勵,incentive,0.85,mainland-term,台灣人資管理術語,business,exact,,,,true
overtime,加班,加班,加班,overtime,0.80,mainland-term,台灣勞動條件術語,business,exact,,,,true
leave,請假,请假,請假,leave,0.85,mainland-term,台灣勞動條件術語,business,exact,,,,true
resignation,離職,辞职,辭職,resignation,0.90,mainland-term,台灣人事異動術語,business,exact,,,,true
termination,解僱,解雇,解雇,termination,0.85,mainland-term,台灣人事異動術語,business,exact,,,,true
retirement,退休,退休,退休,retirement,0.80,mainland-term,台灣人事異動術語,business,exact,,,,true
pension,退休金,养老金,養老金,pension,0.90,mainland-term,台灣勞工福利術語,business,exact,,,,true
insurance,保險,保险,保險,insurance,0.85,mainland-term,台灣金融商品術語,business,exact,,,,true
premium,保費,保费,保費,premium,0.85,mainland-term,台灣保險術語標準,business,exact,,,,true
claim,理賠,理赔,理賠,claim,0.85,mainland-term,台灣保險術語標準,business,exact,,,,true
deductible,自負額,免赔额,免賠額,deductible,0.90,mainland-term,台灣保險術語標準,business,exact,,,,true
coverage,保障範圍,保险范围,保險範圍,coverage,0.85,mainland-term,台灣保險術語標準,business,exact,,,,true
policy-insurance,保單,保单,保單,policy,0.85,mainland-term,台灣保險文件術語,business,exact,,,,true
beneficiary,受益人,受益人,受益人,beneficiary,0.80,mainland-term,台灣保險關係術語,business,exact,,,,true
interest-rate,利率,利率,利率,interest rate,0.80,mainland-term,台灣金融市場術語,business,exact,,,,true
inflation,通貨膨脹,通货膨胀,通貨膨脹,inflation,0.90,mainland-term,台灣經濟指標術語,business,exact,,,,true
deflation,通貨緊縮,通货紧缩,通貨緊縮,deflation,0.90,mainland-term,台灣經濟指標術語,business,exact,,,,true
recession,衰退,衰退,衰退,recession,0.80,mainland-term,台灣經濟週期術語,business,exact,,,,true
recovery,復甦,复苏,復甦,recovery,0.85,mainland-term,台灣經濟週期術語,business,exact,,,,true
gdp,國內生產毛額,国内生产总值,國內生產總值,GDP,0.90,mainland-term,台灣經濟指標術語,business,exact,,,,true
unemployment,失業,失业,失業,unemployment,0.85,mainland-term,台灣勞動市場術語,business,exact,,,,true
exchange-rate,匯率,汇率,匯率,exchange rate,0.85,mainland-term,台灣外匯市場術語,business,exact,,,,true
currency,貨幣,货币,貨幣,currency,0.85,mainland-term,台灣金融體系術語,business,exact,,,,true
fintech,金融科技,金融科技,金融科技,fintech,0.85,mainland-term,台灣金融創新術語,business,exact,,,,true
digital-payment,數位支付,数字支付,數字支付,digital payment,0.90,mainland-term,台灣支付科技術語,business,exact,,,,true
mobile-payment,行動支付,移动支付,移動支付,mobile payment,0.90,mainland-term,台灣支付科技術語,business,exact,,,,true
e-wallet,電子錢包,电子钱包,電子錢包,e-wallet,0.90,mainland-term,台灣數位金融術語,business,exact,,,,true
qr-code,QR碼,二维码,二維碼,QR code,0.90,mainland-term,台灣數位技術術語,tech,exact,,,,true
barcode,條碼,条形码,條形碼,barcode,0.90,mainland-term,台灣識別技術術語,tech,exact,,,,true
scan,掃描,扫描,掃描,scan,0.85,mainland-term,台灣數位操作術語,tech,exact,,,,true
ocr,光學字元辨識,光学字符识别,光學字符識別,OCR,0.90,mainland-term,台灣影像處理術語,tech,exact,,,,true
facial-recognition,臉部辨識,人脸识别,人臉識別,facial recognition,0.90,mainland-term,台灣生物識別術語,tech,exact,,,,true
fingerprint,指紋,指纹,指紋,fingerprint,0.85,mainland-term,台灣生物識別術語,tech,exact,,,,true
biometric,生物識別,生物识别,生物識別,biometric,0.85,mainland-term,台灣身分驗證術語,tech,exact,,,,true
two-factor,雙因素驗證,双因素认证,雙因素認證,2FA,0.90,mainland-term,台灣資安驗證術語,tech,exact,,,,true
captcha,驗證碼,验证码,驗證碼,CAPTCHA,0.85,mainland-term,台灣網路安全術語,tech,exact,,,,true
otp,一次性密碼,一次性密码,一次性密碼,OTP,0.85,mainland-term,台灣安全驗證術語,tech,exact,,,,true
sms,簡訊,短信,短信,SMS,0.90,mainland-term,台灣通訊服務術語,tech,exact,,,,true
instant-message,即時通訊,即时通讯,即時通訊,IM,0.85,mainland-term,台灣網路通訊術語,tech,exact,,,,true
video-call,視訊通話,视频通话,視頻通話,video call,0.90,mainland-term,台灣通訊功能術語,tech,exact,,,,true
conference-call,電話會議,电话会议,電話會議,conference call,0.90,mainland-term,台灣商務通訊術語,tech,exact,,,,true
webinar,線上研討會,网络研讨会,網絡研討會,webinar,0.90,mainland-term,台灣線上活動術語,tech,exact,,,,true
livestream,直播,直播,直播,livestream,0.80,mainland-term,台灣網路傳播術語,tech,exact,,,,true
streaming,串流,流媒体,流媒體,streaming,0.90,mainland-term,台灣數位媒體術語,tech,exact,,,,true
podcast,播客,播客,播客,podcast,0.85,mainland-term,台灣數位媒體術語,tech,exact,,,,true
vlog,影音部落格,视频博客,視頻博客,vlog,0.90,mainland-term,台灣網路內容術語,tech,exact,,,,true
blog,部落格,博客,博客,blog,0.90,mainland-term,台灣網路平台術語,tech,exact,,,,true
blogger,部落客,博主,博主,blogger,0.90,mainland-term,台灣網路創作者,tech,exact,,,,true
influencer,網紅,网红,網紅,influencer,0.85,mainland-term,台灣社群行銷術語,tech,exact,,,,true
